comment,VALUE
"Karena diinfo kasirnya tuk download Starbucks makanya mau download, belom tahu akan ada manfaat atau tidak. Tapi begitu mau proses registrasi, susahnya minta Ampun, error Mulu, kayak penting banget aja, kayak dibutuhkan banget aja hahaha, langsung DELETE, menyebalkan proses registrasi nya, HAPUSlah gag butuh",Negatif
"Driver gojek & grab yg pernah jadi member platinum pada masanya, syg udh goresto",Negatif
👍,Positif
Banyakin promo ya...,Positif
Kenapa setelah diperbaharui malah aksesnya no wifi terus??? Padahal sinyal n kuotaku penuh,Negatif
"Saya tidak bisa sign in sudah beberapa kali coba, padahal jaringan internet bagus, apa solusinya?",Positif
Smoga di acc,Positif
"Baru join, kok pas mau sign in gak bisa masuk. Error mulu. Ini gimana ya? Apakah kalo di android emang gak bisa?",Negatif
Gak bisa di akses,Negatif
Not good,Negatif
Free one vintage,Positif
Stelah d update dibuka mesti pake Wifi g bisa kuota hp ... jelek banget,Negatif
Wah saya dapatkartu nya saya dapat makanan dan minuman,Positif
Senang dengan diskon²nya,Positif
RIBET KALI YA MAU LOGIN AJA.....GA GUNA APLIKASI KAYAK GINI,Negatif
Aplikasi ini mempermudah dan membuat saya banyak dpt promo. namun jika batre hp saya habis. maka saya yg susah.,Positif
Knp review org² pada gak bagus? Berarti emg gak cocok pny aplikasi spt kopi kenangan yg nyaman di pakai.,Negatif
"Setelah di update, ga bisa d bukaa Can't connect to the network terus 😢padahal ada kuota, solusi nya gmn min",Negatif
Ok,Positif
Kopi susu,Positif
My Fav cafe 🥰 & coffee,Positif
Good Jobs,Positif
"Setelah diupdate aplikasi malah tidak bisa dibuka terus, selalu tulisannya retry jaringan tidak ada, pdhl sedang connect wifi hufft jd repot cek saldo dan rewardnya",Negatif
👍,Positif
"kode verifikasi hbs daftar mana gamasuk2 email dh bener, ealah ribet",Negatif
"Kirain cuma gw doang yg gak bisa login, buat dapet code verifikasi di gmail gak masuk-masuk email nya, mohon di bantu untuk masalahnya",Negatif
"Aplikasi tidak bisa dibuka jika menggunakan kuota hp,, kl saya pake WiFi kantor baru bisa. Tdk user friendly stlh diupdate, aplikasi jadi butuh kuota yg besar untuk membukanya. tlng diperbaiki..",Negatif
Akhirnya setelah tidak bisa dibuka sekarang dah bisa lagi lancar.. terima kasih banyak,Positif
Tetap menjadi idola unk keluargaku BiHiZa,Positif
"Kurang kompatibel saat isi pin, malah dikira isi otp, keyboardnya jadi naik turun, tapi apps keuangan lainnya lancar lancar aja Perbaikan masalah sangat cepat, feedback costumer didengar dengan baik",Positif
Buang2 waktu gw aja,Negatif
Good,Positif
Apakah Ulasan ini membantu. tolong supaya bisa di cek unek uneknya.,Positif
Mudah diakses,Positif
kembangin terus ...,Positif
"As long as keren seh,,, cuman ada bbrp outlet yg pelayanan nya lambat meskipun Costumernya kurang",Positif
"Pokoknya klu mau ngopi ingat starbucks, soalnya ada susu soya😄😄",Positif
"yassalam , ini aplikasi kok makin ancur fungsionalitas + UI nya awowkwkw, gw mantan developer android starbucks yang dulu pernah nanganin ini aplikasi, perasaan terakhir update UI sign up nya masih rapih dah, ini jadi begajulan lagi wkwkw, mana force close pas di coba",Positif
Good saya sering dapat bonus,Positif
"Jujur sih, buat di hape jadul ga enak bener app nya, aku kasih bintang 5 karena aku yakin kalian masih bisa terus berkembang. 😊👍👍",Positif
Sbucks knp yaa ga bs sign in,Negatif
Setelah diperbarui malah ga bs login kembali.,Negatif
"Setelah update, malah tidak bisa log in karena ""internal server error"". Coba beberapa kali log in malah tetep tidak bisa dan akun di block 😂",Negatif
Gila sih sekelas starbcuk apps nya kaya gini jeleknya. Ketika apps di buka ga bisa2,Negatif
hari ini sy mo bayar pk starbucks mobile app..tp sm sekali ga bisa di buka..udah di uninstall terus di download lg ttp ga mau terbuka...berat bgt kynya masalah starbucks app ini..,Positif
"Ini kenapa ya, app nya gak bisa dibuka. Sudah update padahal 😞",Positif
SB the best...😍😘,Positif
Ada problem apa ya kok ngga bisa di buka aplikasi nya?,Positif
mudah dan fungsional,Positif
"adanya Starbucks di sby sangat enjoy utk ngeloby dgn para kolega, juga suasananya sangat nyaman utk share dgn para businessman",Positif
"Kekurangannya cuma 1 nggak bisa ganti nomor hp kalo udah jadi Member Premium. Rubahlah itu peraturannya, masa mau ganti nomor g bisa",Negatif
Setelah di instal ga bisa ke buka,Negatif
Di update tapi ngga bisa sign in lagi ke aplikasinya dan akibatnya ngga bisa cek saldo dan reward. Begitu beli langsung di counter jumlah reward beda dengan sebelum di update. Adakah solusi untuk hal ini? Hub customer service solusi yg diberikan tidak menjawab masalah.,Negatif
"Kemarin tgl 21 juli di suruh up date,langsung saya up date... Eeee...sampe tgl 23 ini aplikasi tdk bisa di buka setelah di up date..",Negatif
Update jadi ga bisa di buka,Negatif
Habis update terbaru malah ga bisa di buka ngebuk aplikasinya,Negatif
hallo kok setelah pembaruan app gak bisa dibuka yaa???,Negatif
"Aplikasi tidak bisa di buka setelah update, tolong di perbaiki dan update kembali",Negatif
"Perasaan Tambah hari gak tambah memudahkan ya, tambah ribet, tambah banyak masalah, sekarang aplikasinya tidak bisa dibuka, padahal masih lumayan saldonya, kacauuu, gimana kalo gini???",Negatif
Kenapa sering log out sendiri,Negatif
Aplikasi tidak bisa dibuka,Negatif
"Hari ini saya topup saldo ecard saya sebesar 200.000 kenapa tidak masuk ya hiks..saya topup sblm aplikasi diupdate, ketika update ko saldo malah tidak masuk, dan histori tidak muncul padahal di aplikasi sebelumnya ada akan tetapi saldo tidak nambah, gmn solusinya?",Negatif
"Parah beud, isi kode / otp masa harus klik kotaknya 1 per 1,",Negatif
Aplikasi tolol. Verifikasi aja di persulit!,Negatif
So bad.... Why i can't join in starbuck ? Why I can't make an account ? And why i don't get my OTP CODE ?,Negatif
Bagaimana saya mengetahui nomor kartu starbuck dan pin nya??,Negatif
Nice,Positif
Nice,Positif
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👍👍👍👍👍,Negatif
Starhucks... Septy,Positif
Ok,Positif
Mau daftar aja susah banget. Jadi berasa aplikasinya gak membantu sama sekali,Negatif
Tolong dong starbucks saya udah berkali kali log in di aplikasi nya tapi tidak perna dapat kode otp sms dari starbucks gmn saya mau log in ??,Negatif
🍺,Positif
Good aplikasi,Positif
Mantappppp.......👍👍👍👍👍,Positif
"Kenapa ngga bisa top up ya? Abis klik nominal ngga lanjut ke step berikutnya, balik lagi ke pilihan nominal. Sebelumnya ngga gini padahal.",Negatif
"Aplikasi terlalu basic,tidak menarik. System masih eror",Negatif
"Tidak bisa daftar, fomat email tdk valid trs",Negatif
Bagus banget,Positif
Apk jelek .lemot bgt.. udh gtu w ikutin sesuai petunjuk msukin member card..malah ke login n no membernya gada,Negatif
Mantap,Negatif
Minuman coffee favorite keluarga indonesia,Positif
"AUTO RE LOGIN TERUS, SURUH SET NEW PASSCODE MULU DENGAN KIRIM OTP KE EMAIL SANGAT MEREPOTKAN!!! SEPERTI TIDAK NIAT MEMBUAT APLIKASI, MUNGKIN KURANG PENGALAMAN DI DALAM MEMBUAT FIRE WALL PATCH KEAMANAN DATA PENGGUNA E KARTU STARBUCKS SEHINGGA DIBUAT AUTO RE LOGIN DENGAN CARA BUAT ULANG SET NEW PASSCODE. SANGAT SANGAT MEREPOTKAN!!!",Negatif
"Really bad UI & UX, even to create a password requires many conditions.",Negatif
"Ini aplikasi tersulit saat mau join nya, padahal sdh ikutin semua direction",Negatif
"Baru dwonload ni app, tp blm coba top up Bantu jawab yg loginnya susah dan tidak dapat kode verifikasi coba cek difitur email kalian dikategori promosi atau spam ya. Karna otp login yg saya terima pun masuk dispam",Negatif
Bintang yg bicara...nyesel download aplikasi ini,Negatif
"Penasaran dg aplikasi ini krn banyaknya komplain yg katanya susah bgt utk bikin account & login, ternyata ngga seperti yg dikomplain'in. It's so easy, man!!! Please be smart, less complaining!",Positif
"Sudah di install. Register via otp oke. Begitu login, minta verification via email. Ini yg masalah. Tolong perbaiki infrastrukturnya. Sudah, saya periksa di semua folder. Tidak ada.",Negatif
Gak bisa login,Negatif
Kalau ada fasilitas topup itu yang benar. Selalu gangguan terus kalau mau topup. Buat apa ada fitur itu kalau tidak bisa!,Negatif
Bagus,Positif
Ga bisa masuk,Negatif
payahhh... tidak bisa registrasi.... sdh berulang.... buang2 waktu saja.... langsung uninstall aja gaes...,Negatif
Aplikasi yang sangat buruk,Negatif
Memudahkan,Positif
Jelek,Negatif
"Saya ini udah 2 tahun gak login ke akun & aplikasi starbucks. Saya juga lupa dengan password akun saya, diinget-inget juga saya lupa. Masa fitur forget password gak bisa, GAK JALAN! Server sibuk apalah. Gimana sih. Sayang banget itu akun saya. Mana ada reward welcome back gak bisa saya cek.",Negatif
Pendukung Zion*s,Negatif
Damned!!,Negatif
Login susah,Negatif
Kecewa lahhh...ribettt...otp...otp...gagal trusssss... Tdk puas nih....ternyata banyak yg complaint hal yg samaaa...tolong di perbaiki sistemnya....sekelas starbucks tp kok susaahhh yaaa...just masukan agar diperbaiki...dipermudah utk pelayanan terbaik...makasih,Negatif
App jancukon,Negatif
"Mantap, mohon ditambahkan fitur history pembelian",Positif
good!,Positif
Like,Positif
"Susah banget mau login, padahal udah bener semua email dan passwordnya Gimana solusinya ?",Negatif
Tidak bs login 😭,Positif
"kok login nya susah banget ga masuk2... sms nya ga dateng2... udah di retry terus tetep aja ga ada sms, padahal udah di otomatis",Negatif
"Taste Starbucks selalu membuat perasaan ku jadi tenang..nyaman..hhmm fell free and happiness deh, deliciouss👌",Positif
Otp gabisa uda 13x,Negatif
"loginnya susah, mau sign in. disuruh masukin kode OTP di email, dimasukkan tetep gak bisa katanya kode salah. harap diperbaiki. jadinya uninstall dl....",Negatif
Ok,Positif
Kenapa ga masuk2 w udah isi ulang pake atm ????,Negatif
Sangat membantu! Trus tingkatkan pelayanan ya. Thanks :),Positif
Kangen.. Ketemu anak yg HILANG..Karena Covid 19..,Positif
Pokoke is the beat,Positif
Saya jarang keSB karena pandemi tiba tiba saldo saya hilang 🤣🤣🤣,Negatif
Mw daftar saya tdk bisa,Negatif
Good,Positif
sy binggung cra daftarny,Positif
Kenapa saya gak bisa login kembali ya,Negatif
Kenapa ada selalu ada tulisan your sesion is already expired Dan saya coba masuk ga ada nomor otp nya,Negatif
Terimakasih reaward Rp 1 nya 🙏😀👍,Positif
G bisa daftar. Unlimited loading,Negatif
"Saya kasih bintang 5 ,meski saya belum tahu membuktikan saldo saya bisa masuk apa tidak..",Positif
Admin ini gimana ya Maksudnya bacaan ini apa ya( AT LEAST ONE SPECIAL CHARACTER) ga paham saya bikin akun disitu doang gabisa,Negatif
"Kenapa saya tidak dapat nomo otpnya padahal udah berkali kali aku coba tapi tidak bisa, nomor udah sama,dan udah pakai Imel tetap tidak bisa,dan nomor otpnya tidak ada udah hapus aplikasinya dan download lagi tetap tidak bisa pas lagi di Starbucks nya aku tanya sama stafnya,stafnya bilang mungkin jaringan... Dan aku tes dirumah tetap tidak bisa. Bagaimana ini klo gitu aku engga usah download ini aplikasi nya.... (Semoga bisa paham)",Negatif
Ok,Positif
Bgs,Positif
SANGAT BURUK SEKALI .....!!!!!!,Negatif
Kenapa kode otp nya pas masuk gagal mulu,Negatif
Bagus sihb,Positif
Ok star,Positif
Ga bsa masuk.. Stuck,Negatif
⭐⭐⭐⭐⭐,Positif
Mempermudah dalam bertransaksi serta pengecekan jumlah rewards kita juga dapat mengetahui history transaksi.Pembayaran dengan tap tombol pay akan keluar semacam barcode arahkan ke scanner yang ada di kasir starbucks.,Positif
KENAPA KODE OTP TIDAK TERKIRIM KE SMS SAYA,Negatif
Top,Positif
Pembayaran di aplikasi berbayar kenapa tidak bisa masuk ke sini ya,Negatif
"Aplikasi sangat ribet, membosan kan, masih banyak coffee yang lain yang saya minat, udah mahal rasanya sama saja sama kopi whaik coffee",Negatif
Cakep,Positif
Top,Positif
tolong Code starbuck ditambahkan,Positif
Ternyata kalau sudah jadi Starbucks Premium nomor hp nggak bisa di ganti. Gimana jadinya kalau nomor yg udah g aktif dipake orang lain? Tolong dipikir lagi agar bisa ganti nomor. Kalau gini kan jadi susah juga Costumer nya.,Negatif
"Kenapa saat saya masukin nomor hp, dibilang invalid? Padahal nomornya udah benar",Negatif
Ikutan member kok mlh jd ribet gini.. ga bs diakses kodenya utk msk sign in pdhl udh daftar baru.. gmn ia crnya utk komplen nya???.,Negatif
Baik,Positif
Kenapa selalu loading lama sekali kalah mendaftar tapi ujung2nya tidak terdaftar dan saatbmendaaftar ulang dengan nomer yang sama malah sudah terpakai ? Login dengan email yang di daftarkan tidak bisa bagaimana ini?,Negatif
Ok Google,Positif
Gimana sih cara mendaftar nya... Ko saya gak bisa bisa. Pada hal sdh mengikuti syarat nya. Tp gak bisa lanjut,Negatif
Simple and gampang,Positif
Ok,Positif
Dah 2 hari ga bisa download aplikasinya. Tertunda mulu,Negatif
Tidak bisa login setelah input yang pertama. Selalu dibilang salah username dan password tapi setiap pilih menu reset dan disuruh input password baru begitu langkah berikutnya dibilang password gak bisa direset. Bikin frustasi aja rasanya,Negatif
"apps nya keren sih.. pertahankan, dan tingkatkan lagi",Positif
Saya punya giftcard tapi kenapa pas di klik tidak keluar kode dan pin? Link nya juga tidak bisa di buka. Tolong dibantu,Positif
Banyak promo menarik,Positif
Mantuul banget,Positif
Bagus aplikasinya. Mudah pembayarannya. Informasi terupdate selalu.,Positif
good,Positif
"Ribed iih harus satu"" gak bisa langsung pas join nya,",Negatif
Kenapa harus di klik satu-satu dlu sih untuk masukkan pin?,Negatif
Mangstabb bingitz,Positif
Tidak ada kendala apapun. Gausah ribet lg bawa kartu fisik. Hihi suka💕,Positif
Bikin password aja menyusahkan,Negatif
Jooozzzz Mantaaaab,Positif
Paling disukai sma org baik anak2 sampek tua2 ....tingkatkan terus...byk2 promo dech....,Positif
👍,Positif
good,Positif
"Ribet banget asli masukin PIN kudu klik kotak dulu baru ketik, harusnya otomatis pindah ke kotak selanjutnya dan bisa langsuk ketik PIN tanpa harus klik kotak. Bayangin aja ke enam kotaknya harus klik baru ketik, buang2 waktu.",Negatif
Tempat Tongkrongan Mengasikkan 😉🙂,Positif
Oke,Positif
"Lagi error ya? Ko gabisa top up deh nge load melulu Udah di install ulang ttp gabisa ,hadeuhh..bikin ribet begini tau ga",Negatif
Good job,Positif
Turbo vpn,Negatif
"Tolong dong di perbaiki lagi app nya, gagal login terus",Negatif
"Sejauh ini menggunakan apk starbucks tidak ada kendala, semoga kedepan nya terus seperti ini. Saya ada masukan, kalau bisa di apk starbucks untuk menu merchandise nya dilengkapi dan juga disertakan dengan harga nya, menurut saya itu akan lebih menarik. -terima kasih",Positif
Bagus,Positif
Iiich sediiih bner level gw turun ke green lagiii.. padahal udah cape ke gold level...😭😭,Negatif
tidak bisa sign up pada aplikasi... internal error,Negatif
Wew komentarnya pada kasih - semua... Uninstal ahhh 😉,Negatif
Aku suka makanan dan minuman kopi kesukaan aku kawan,Positif
mantab,Positif
👍,Positif
"Hari ini ikut promo top up pay day 200rb, biasa dapet free minuman, tapi hari ini ga dapet.",Negatif
Mau tanya ini untuk menggunakan reward voucher Rp 1 utk pembelian kopi syarat n ketentuan nya apa ya...terus hrs top up minimal berapa ....tq,Negatif
"Saya sudah bikin member card di toko. Knp tidak bisa di tambahin di akun Starbucks nya ya. Infonya no kartu salah, padahal saya baru bikin member cardnya",Negatif
Menyenangkan dan menenangkan,Positif
Menurut Gue starbuck emang Bagus ya pelayanannya. kalo ke gerai mana pun gue selalu dilayani dengan baik. kadang pake kartu kredit dapet Kopi gratis. tiap ulang tahun dikasi Cake dan Kopi gratis. yg ngasi bintang jelek belom ngerti kegunaan dan manfaatnya..,Positif
Perfect,Positif
aplikasi tidak berguna,Negatif
orang mau registrasi mau topup lemott banget kya org mau minta ngopi gratisss heran,Negatif
Good experience,Positif
Excellent!,Positif
Sukaaaaa,Positif
Awesome,Positif
Pelayanan nya bagus,Positif
Lifestyle trensetter check,Positif
Sangat bagus,Positif
Coooooooool,Positif
Best,Positif
great apps,Positif
Baik cepat,Positif
banyakin promo buy 1 get 1👍,Positif
Goood apps,Positif
👍🏻👍🏻👍🏻,Positif
Mangstab,Positif
okayyy,Positif
baguss,Positif
Masuknya susah bro,Negatif
good job,Positif
Good,Positif
Halo min. Kok saya ga bisa masuk dengan alasan. Server terkini sedang tidak tersedia. Tolong di proses ya min thank you.,Negatif
I like it,Positif
Bagus,Positif
Saya baru beli card starbucks. Terus saya sudah daftarin lalu mau sign in ga bisa terus pas mau isi otp dari email. Sia-sia dong saya beli. Kecewa !,Negatif
Mw daftar g bisa masukin tanggal lagir. Setiap klik tanggal lahir aplikasi lsg crash dan menutup sentiri. Sdh 2 hati spt terus.,Negatif
Sy ga bisa,Positif
Terjadi error untuk kartu edisi yang terbaru yang seperti itu,Positif
ga bisa login 😂,Negatif
"Gaess! Aku tidak mengerti aplikasi anda ini.masalahnya aku tidak bisa masuk login diaplikasi anda ini.sudah berulangkali aku coba login masuk tp,akhir nya nihil jg gaess.jd mohon maaf sebelumnya nya,aplikasi anda harus aku hapus dari akun aku gaess🙆trmksh 🤗🤗🤗",Positif
"Hi starbucks, gimana cara lihat transaksi terakhir?",Negatif
ntap,Positif
"Aplikasi kurang baik dalam hal penyimpanan saldo, terlalu serakah untuk menggunakan saldo, isi saldo 100rb itu hanya untuk minum kopi aja, seharusnya saldo bisa ditransfer sesama member sbux card dan lebih baik lagi bs ditransfer ke rekening bank kita dan bisa top up lewat bank, jangan top up di outlet aja",Negatif
"Gak niat kasih reward, harus top up dulu min 100k",Negatif
"Starbucks promo reward bayar 1 PERAK dari aplikasi. Gak dijelaskan sebelumnya, syarat ketentuan nya. Ternyata harus top up minimal 100 ribu untuk bisa nikmati promo nya. Di Indonesia, kalian harus kasih jelas keterangan dan syarat nya. Bisa kena hujat se Indonesia kalian nanti. Untuk sementara kasih *1 saja. Karena gak beres promosi nya Bye bye Starbucks Indonesia",Negatif
Ternyata top up dl 100rb baru bisa gunakan voucher 1 rupiah nya.. Hadeh.. Auto uninstal deh,Negatif
"S&K BERUBAH TIBA TIBA KAMI JAUH"" PERGI,PAS DATANG MALAH HARUS TOPUP FUCEK",Negatif
EHH SALA GAES,Positif
"Buruk sekali mau sig in aja susah amat OTp 10 x gagal mulu, unistall",Negatif
"Pelayanan sangat jelek sekali di starbucks apartemen kalibata city jakarta , dimana reward Rp 1 harus pakai top up dan tidak bisa tunai, mana pelayanannya ngg ramah!!!!!!",Negatif
Aplikasi gjls pas daftar malah keluar sendiri,Negatif
Bagus,Positif
Bagus,Positif
"dapat promo 1 rupiah tapi disuruh top up dulu, yah sama saja dong",Negatif
"Kenapa saya tidak bisa memasukkan birthdate ya? Mohon bantuannya!!! (sip pelayanan responnya, udh naik 5) terimakasih",Positif
Gabisa registrasi parah banget,Negatif
Bagaimana cara registrasi digital cardnya??? Saya tidak tau nomor card saya Makasih,Positif
Hapsari drama Putri 27,Positif
"Gak bisa2 nih dr td sign in , payahh",Negatif
1 aja ya,Negatif
Good,Positif
Maaf ini passwordnya susah banget mau confirm,Negatif
"Restoran terburuk yg pernah gw liat melakukan diskriminasi terhadap driver gojek tak boleh menunggu pesanan di dalam resto, apakah kami para driver ini bkn manusia kami ini beli bukan minta anda ga tau prinsip dagang pembeli adalah raja anda mau untung dari kami para driver tp ga boleh nunggu di dalam restoran dan suruh km di luar ja hrsnya anda malu...",Negatif
"Dari pertama saya download, saya gk bisa sign up, waktu di bagian mengisi tanggal lahir selalu langsung keluar apk. Sudah berkali-kali saya coba tetap gk bisa. :(",Negatif
Ruwet slalu lockout trus pass lupa..tolong usahakan gak pake angka2 ato apa biar gak bingung slalu spt ini,Negatif
Dipermudah,Positif
Oke sih.. Cm agak ribet pas bkin pasword ny aja..,Positif
"Sampah, ga boleh salah masuk app",Negatif
Ini ko ga bisa sign in ya,Positif
Lalot,Positif
Ok,Positif
"Sekarang udah ga asik sama aplikasi ini, topup ga bisa pakai voucher map, pakai cc jg ga bisa, cuma bisa debit, klo online dikit doang virtual akun nya. Kartu mati klo ga digunakan 6bln walau msh ad saldo, reward berlaku 6bln tok, Payahhh payahhh..makin pelittttttt. Mungkin keuntungan mereka makin dikit kali ya setelah kehadiran byk tempat ngopi yang lebih bagus.",Negatif
"Untuk Starbucks Big Mall, tolong semua pekerja nya Profesional dalam bekerja. Apalagi terhadap Diver Online / Ojol, jangan terlalu Diskriminasi. Karena sebelum Orderan Driver Ojol ambil di Resto Kalian, uang dalam Saldo Driver sudah dipotong belanjaan di Aplikasi Starbucks. Kami para Driver bekerja lebih Profesional daripada Kalian. Cam kan itu atau lebih baik Tutup aja Aplikasi kalian di GRAB.",Negatif
susah didownload,Negatif
Perlunya fitur penarikan saldo ke bank juga. atau transfer antar card. thanks,Negatif
Kenapa saya tidak bisa daftar padahal saya baru saja dapat member card nyaaa,Negatif
aplikasi bagus,Positif
Susah login aplikasi jeleeeeek,Negatif
maju terus,Positif
"Kak apakah kartu lama (sudah kadaluarsa) saldo bisa di pindahkan ke kartu starbucks yang baru yg sudah aku daftarkn? Klw bisa, Gimana caranya ya",Positif
Kenapa kok susah masukin password nya padahal udah bener kasih jawaban ya,Negatif
"Ko invalid phone number terus.. tiap minta OTP.. benerin lah masa punya nama besar, aplikasiny bobrok",Negatif
"Akun saya terlogout. Saya lupa pass, terus reset. Tiap ganti pass baru selalu tulisannya ""reset pass failure. Please try again"" padahal penulisan pass baru sudah sesuai. Jadi gimana sy mau cek kartu sayaaaa????",Negatif
Saya kasih 3 dulu semoga kedepannya sistem dan pengoperasiannya berjalan dengan normal,Negatif
"reset password gagal terus, gak bs reset",Negatif
cool!,Positif
"Registrasi sih gampang, cuma pas login susah bgt. Tolong dong sistemnya di perbaiki. Kan udah punya nama yg gede nih, masa ngurus aplikasi aja ga becus. Terimakasih",Negatif
👌👍,Positif
T O P,Positif
Sulit mendaftar. Password susah. Otp tidak terkirim. Aplikasi eror ketika memasukkan tanggal lahir. Payah,Negatif
Very good,Positif
Log in mau masukin code isi otomatis tp tetap tidak bisa..mohon bantuannya,Negatif
User friendly,Positif
"App starbucks membuat kita lebih efektif&efisien. Tetapi, kenapa kalau ada versi baru harus selalu didownload kalau tidak app starbucks jd tdk bisa terbuka.",Negatif
Saya kesulitan Ngaktifkan kembali aplikasi ini Tdk Sinkrons invalid terus Kapan bisa Validnya Padahal Emailku sudah Benar,Positif
Aku baru mau daftar tapi nomor telfonku disitu invalid. Kenapa begitu?,Negatif
Poin saya hangus begitu saja gk ada tenor perpanjangan,Negatif
tidak bisa input otp kode pas udah selesai registrasi gimana ya,Negatif
"Sudah daftar, mau login.. Otp sdh Terima d email.. Tapi g bisa d masukkan k app.. Agak sebel",Negatif
"Starbucks indonesia mohon perbaiki sistemnya , saya tidak bisa login dengan email yg sama padahal Saldo saya masih banyak di akun tersebut sekitar 200k. Mohon konfirmasi nya terimakasih.",Negatif
"Starbucks Indonesia "" Best """,Positif
Great,Positif
Udh sign up mau sign in malah katanya email dan pass salah pdhl udh bener..hadeuhh sekelas starbuck bsa bgini,Negatif
Good,Positif
Baik,Positif
Bagus,Positif
keren,Positif
Nn,Positif
"Setelah update, malah saldo saya hilang semua di account starbuck, gimana ini krn posisi sy di luar kota dan tdk ada starbuck di wilayah saya, jd sy tdk pernah pake kecuali pas di jakarta/jawa, pas covid begini, malah saldo hilang 200rbuan. Gimana tanggung jawabnya? Kapok lah isi2 saldo lagi next time, sy ga pake lagi, kayak ga ada kopi lain yg enak saja, semena2",Negatif
Sangat baik Pelayanan nya di starbuck bni,Negatif
good,Positif
tidak bisa membuat password,Negatif
"seharusnya ADA promo dan di notif kepada member, jangan cuma dari LINE saja",Negatif
Rizky Kurniawan,Positif
"nyammi, bersih, terjamin , enak puooll",Positif
Kok ga bisa masuk?,Positif
"Sangat mengecewakan , sering kali keluar dengan sendirinya ketika dibuka setengah mati untuk masuk kembali .",Negatif
Ga bisa sign in padahal password sama email bener. Ada peringatan salah password atau email. Udah 2 hari sign in ga bisa,Negatif
Aplikasi yang mempermudah member mengetahui banyak reward yang telah diberikan. Tempat ngopi terfavorit.,Positif
Mantul,Positif
Aku baru mau aktifin baru kok ga masuk masuk ya ke email untuk kode nya ???,Negatif
Lama londingnya,Positif
tolong min di starbucks dan mogot karirnya ada yg judes saya kurang nyaman untuk memesan minuman/makanan,Negatif
Susah banget loginnnya binggungin juga,Negatif
Still don't get it how use this app,Negatif
Ribet loginnya..passwordnya lamaa,Negatif
Gak bisa bikin password... Dan ga mau ke submit pdhl password nya udah kombinasi huruf besar huruf kecil sama angka tp tetep ga isa.. Tolong dong diperbaiki aplikasinya.. Thanks.,Negatif
mau sign up gabisa bisa karna pas mau masukin tgl lahir malah keluar dr app terus2an,Negatif
Kode tidak kunjung d kirim lewat Email Payah!!!,Negatif
Gumana sii cra bikin kata sandinyah susah bngt ?,Negatif
"Kurang canggih. Utk install apps ini, play store nya harus di negara bersangkutan. Jika punya kartu dari negara lain, tidak bisa install apps karena harus ganti login ke negara tersebut. Lebih baik lagi jik 1 apps bisa handle semua negara. Atau spt fast food yg dpn nya M, apps antara ID dan SG beda, tapi utk install apps SG, saya tdk perlu login di google play SG.",Negatif
Susah banget bikin password doang. Uninstal ajade!!!,Negatif
Sering eror.. Aneh.. Jd g bsa byr dgn uang yg di aplikasi.....,Negatif
Id saya terblokir bagaimana ini,Positif
App tidak bisa di buka pada tgl 5 maret 2020,Negatif
Tidak dapat di gunakan di android,Negatif
kok saya tidak bisa masuk ya? saya sudah masukan dengan benar,Negatif
dengan ini saya mendapat bintang Starbucks Coffee. THE BESTT!!!,Positif
Terkendala pasword padahal d app lain ok aj,Negatif
Ok,Positif
"Bugs when Sign Up on Birth Date information, kindly fixing soon",Negatif
Gawe kaga tiba tiba sibuk servernya.,Negatif
Ga bisa login nih.. Aplikasi paan nih?,Negatif
Pelayanan nya ok .,Positif
Good,Positif
"Gagal terus pas mau sign up, pas di date of birth selalu keluar mulu",Negatif
"App yg sangat membantu untukq pembelian dan promo"" SB .. Good apps",Positif
Kalo mau beli tumblernya bisa di app ini ga?,Positif
Saya suka sama aplikasinya 👍,Positif
Simple but helpful,Positif
"Sangat payah buat pasword , ribet dan gak bekerjasama , toh pasword suka kita yg buat, ini harus tu harus tambah ini seperti ini itu, dan akhirnya karna tidak berhasil saya uinstall",Negatif
Tolong di perbaiki bug yg terjadi ketika ingin sign up. Selalu force close atau crash ketika ingin mengisi kolom date of birth,Negatif
Ok,Positif
Register via web alwys crash.. Force close apps,Negatif
Saya gak bisa sign up:(katanya password-nya eror trus:(,Negatif
Mau ganti paswword karean lupa ehh pas kirim email koq gk ada belsan dari sturbucks ny y,Positif
Ok,Positif
❤️,Positif
Mengapa sekarang tidak bisa topup pake kartu kredit Visa/mastercard...????,Negatif
good,Positif
Bagus,Positif
"Kemarin2 bisa masuk. Sekarang kenapa di password nya ga bener terus ya. Sudah ke email ganti juga. Kayaknya sistem password nya ngaco. Baru kali ini begini, sudah beberapa hari",Positif
Kok di hp gw sony xperia M4 aqua ga bs ya? Padahal sebelumnya bisa.. Huft,Positif
Good,Positif
asyiik n Nikmat,Positif
"Setelah di update tampilan gk enak banget, keyword nya naik2 nutupin beranda. Dan tiap mo buka aplikasi selalu diminta passcode. Ribet. Msh enak system yg kemarin.",Negatif
Nongkrong asik,Positif
Ok,Positif
ok,Positif
"Mau signin dan diminta code verifikasi via email, tp tidak dikirim2 codenya. Sudah dicoba minta kirim ulang beberapa kali, hasilnya nihil..",Negatif
"Npa minta lg download versi terbaru,, tp kok ngga bs trus ya??udah isi email dan password",Negatif
